n,name,enname,jpname,text,colorscheme,Moldbreaker,gen,对战外,对战中,Skillswap,Trace,Change,Noability,Entry,Transform,oldname
只会影响命中，不能穿透守住、快速防守、广域防守的保护。",,,,,,,
110,有色眼镜,Tinted Lens,いろめがね,可以将效果不好的招式以通常的威力使出。,虫,,4,,该特性的宝可梦自身发动效果不理想（属性克制≤1⁄2时）的招式伤害×2。,,,,,,,
123,梦魇,Bad Dreams,ナイトメア,给予睡眠状态的对手伤害。,恶,,4,,每个回合结束时，所有处于睡眠状态或者具有特性绝对睡眠的对手宝可梦的ＨＰ损失最大ＨＰ的1⁄8。,,,,,,,
90,毒疗,Poison Heal,ポイズンヒール,变为中毒状态时，ＨＰ不会减少，反而会增加起来。,毒,,4,,"在中毒和剧毒状态下，ＨＰ不会因为中毒而减少；每回合回复最大ＨＰ的1⁄8。
剧毒状态的伤害计数会在每次行动后增加，失去毒疗特性后剧毒状态的伤害计数不会重置。",,,,,,,
93,湿润之躯,Hydration,うるおいボディ,下雨天气时，异常状态会治愈。,水,,4,,"该特性的宝可梦在下雨时，该回合最后会解除所有异常状态。
处于瞌睡状态的该特性宝可梦，由于回合结束时，先触发湿润之躯，因此在下雨时也会进入睡眠，睡眠后的下一回合若还在下雨，则可触发湿润之躯解除睡眠。",,,,,,,
97,狙击手,Sniper,スナイパー,击中要害时，威力会变得更强。,命中,,4,,攻击击中要害时伤害为正常击中要害伤害的1.5倍。即伤害变为未击中要害时的2.25倍。,,,,,,,
78,电气引擎,Motor Drive,でんきエンジン,受到电属性的招式攻击时，不会受到伤害，而是速度会提高。,电,yes,4,,"具有该特性的宝可梦不受电屬性招式的影响，当被电属性的招式击中时，提升1级速度。
该特性只能确保自己不受电属性招式的伤害，不能吸引电属性招式。
可以抵御电属性的变化招式。包括通过其他方式变为电属性的变化招式。
对于连续招式，只会触发1次特性效果。
触发该特性时，与没有效果相同，不会触发招式的附加效果。
该特性的宝可梦无法触发自身携带的充电电池。",,,,,,,
104,破格,Mold Breaker,かたやぶり,可以不受对手特性的干扰，向对手使出招式。,特性C,,4,,"拥有该特性的宝可梦使出招式时能够使目标自身、目标同伴以及自身同伴的一部分特性失效。
当拥有该特性的宝可梦登场时会出现提示：[宝可梦的名字]打破了常规！。
当拥有该特性的宝可梦强制拉对手的备战宝可梦上场时，上场的备战宝可梦的特性不会对场上的毒菱、撒菱和黏黏网状态生效。
这是破格特性唯一能够令魔法防守特性失效的情况。可以无效的特性宝可梦仅仅在受到招式影响时，它的特性才有可能因招式施加方拥有破格特性而失效。对于某些特性在受到招式影响以外的时间产生的效果，或者对于不在受到招式影响时发动的特性，破格特性没有任何作用。



生效世代

可以无效的特性


第三世代起

战斗盔甲、恒净之躯、湿气、引火、怪力钳、精神力、锐利目光、飘浮、神奇鳞片、沙隐、硬壳盔甲、鳞粉、隔音、黏着、结实、吸盘、厚脂肪、蓄电、储水、白色烟雾、神奇守护、避雷针*、免疫†、迟钝†、干劲†、不眠†、柔软†、我行我素†、熔岩铠甲†、水幕†


第四世代起

干燥皮肤、过滤、耐热、叶子防守、电气引擎、单纯、雪隐、坚硬岩石、蹒跚、纯朴、引水*、花之礼‡


第五世代起

健壮胸肌、唱反调、友情防守、重金属、轻金属、魔法镜、多重鳞片、食草、心灵感应、奇迹皮肤


第六世代起

防弹、毛皮大衣、防尘、芳香幕‡、甜幕‡、花幕‡、草之毛皮


第七世代起

鮮艷之軀、画皮、女王的威严、毛茸茸、水泡†


第八世代起

镜甲、庞克摇滚、冰鳞粉、结冻头、粉彩护幕†


第九世代起

热交换†、洁净之盐、焦香之躯、乘风、看门犬、黄金之躯、尾甲、食土
注*：破格特性也会使避雷针和引水的强制选择目标效果失效。
注†：破格特性能够使免疫、迟钝、干劲、不眠、柔软、我行我素、熔岩铠甲、水幕、热交换等免疫特定异常状态的特性失效而使得拥有这些特性的宝可梦暂时陷入对应的异常状态，当它们陷入异常状态后，会立即重新发动特性治愈这些异常状态。
注‡：破格特性能够使同伴的花之礼、芳香幕、花幕、甜幕等特性失效。即使同伴拥有这些特性，拥有破格特性的宝可梦在攻击时也会受到目标的黏滑、迷人之躯、诅咒之躯和道具红线等的影响，并且不会因为花之礼而增加攻击。",,,,,yes,,
103,笨拙,Klutz,ぶきよう,无法使用持有的道具。,道具,,4,,"携带物品的能力失效（包括负面效果）。
拥有笨拙特性的宝可梦无法使用投掷，但能够使用掉包及戏法。
如果该特性的宝可梦使用能通过道具改变招式属性的招式时（如制裁光砾），招式为一般屬性。
以下道具依然有效：
超级石、朱红色宝珠、靛蓝色宝珠和Ｚ纯晶；
影响基础点数、经验值和亲密度的携带物品（如护符金币、幸运蛋、力量负重、安抚之铃等）；
携带物品的对战外效果（如不变之石、洁净之符、头巾等）。",,,,,,,
109,纯朴,Unaware,てんねん,可以无视对手能力的变化，进行攻击。,一般,yes,4,,"拥有该特性的宝可梦在使用招式攻击时，无视对方防御、特防和闪避率的能力变化；拥有该特性的宝可梦在受到招式攻击时，无视对方攻击、特攻和命中的能力变化，不无视自己攻击、特攻和命中的能力变化。
因混乱而对自己造成伤害时，会按照自身的能力变化计算伤害。
该特性只在伤害和命中的计算过程中无视对方的能力变化，故：
不会影响辅助力量、嚣张和惩罚的威力。
使用吸取力量回复的体力会根据对方攻击的能力变化而变化。
拥有该特性的宝可梦使用欺诈攻击时，无视对方防御的能力变化，但会计算攻击的能力变化；拥有该特性的宝可梦受到欺诈攻击时，无视自身攻击的能力变化。",,,,,,,
85,耐热,Heatproof,たいねつ,耐热的体质会让火属性的招式伤害减半。,钢,yes,4,,该特性的宝可梦受到火屬性招式和灼伤造成的伤害变为原本的1⁄2。,,,,,,,
113,胆量,Scrappy,きもったま,一般属性和格斗属性的招式可以击中幽灵属性的宝可梦。对威吓也毫不动摇。,一般,,4,,"拥有该特性的宝可梦使用一般屬性及格斗屬性招式可以命中幽灵屬性宝可梦，属性相性改为×1，另一属性参与计算。
拥有该特性的宝可梦不会受到威吓的影响。",,,,,,,
120,舍身,Reckless,すてみ,自己会因反作用力受伤的招式，其威力会提高。,格斗,,4,,使用具有反作用力伤害的招式时，招式威力提升20%。作用范围包括飞踢、飞膝踢和下压踢，但不包括挣扎、惊爆大头、铁蹄光线和叶绿爆震。,,,,,,,
122,花之礼,Flower Gift,フラワーギフト,晴朗天气时，自己与同伴的攻击和特防能力会提高。,草,,4,,"在大晴天或大日照天气时，己方所有宝可梦攻击与特防提升50%，樱花儿的形态会从阴天形态变为晴天形态。
该特性仅当拥有者为樱花儿时有效，当樱花儿失去该特性时会变回阴天形态。",,no,,yes,yes,no,
82,贪吃鬼,Gluttony,くいしんぼう,原本ＨＰ变得很少时才会吃树果，在ＨＰ还有一半时就会把它吃掉。,树果,,4,,当宝可梦的ＨＰ不大于最大ＨＰ的1⁄2，而不是通常的1⁄4时，携带的树果就会被食用。,,,,,,,
105,超幸运,Super Luck,きょううん,因为拥有超幸运，攻击容易击中对手的要害。,飞行,,4,当该特性的宝可梦配置在同行宝可梦首位时，野生宝可梦携带物品的概率增加。,击中要害等级提升1级。可以与要害攻击、聚气叠加。,,,,,,,
77,蹒跚,Tangled Feet,ちどりあし,在混乱状态时，闪避率会提高。,飞行,yes,4,,對擁有該特性且處於混亂狀態的寶可夢使用招式時，命中率僅為原本的一半。,,,,,,,
84,轻装,Unburden,かるわざ,失去所持有的道具时，速度会提高。,速度,,4,,"当失去携带物品时速度加倍。
輕裝特性发动中，如果获得新的道具、失去轻装特性或者被换下场，则效果消失。
如果本来就没有携带物品，则轻装特性不发动。
轻装特性引发的速度加倍状态不会被接棒传递。",,,,,,,
111,过滤,Filter,フィルター,受到效果绝佳的攻击时，可以减弱其威力。,超能力,yes,4,,效果絕佳招式造成的伤害降低1⁄4。,,,,,,,
92,连续攻击,Skill Link,スキルリンク,如果使用连续招式，总是能使出最高次数。,一般,,4,,"使用攻击次数浮动在2～5次之间的连续招式时，攻击次数会固定在5次。使用三连踢、三旋击或鼠数儿时，只计算一次命中率。
即使发动攻击的宝可梦的特性在中途失去连续攻击特性（如变为木乃伊特性），仍然会继续攻击最大次数。",,,,,,,
91,适应力,Adaptability,てきおうりょく,与自身同属性的招式威力会提高。,攻击,,4,,"属性一致加成对攻击招式威力的提升从原本的1.5倍提升至2倍。
如果具有此特性的宝可梦进行了太晶化，则只有和太晶属性一致的伤害招式的加成会因适应力变为2倍，其他原本属性的属性一致加成仍为1.5倍。如果宝可梦的太晶属性与其原本的属性之一相同，则该属性的属性一致加成会变为2.25倍。",,,,,,,
118,采蜜,Honey Gather,みつあつめ,战斗结束时，有时候会捡来甜甜蜜。,虫,,4,"在对战结束后，如果拥有该特性的宝可梦没有携带物品，那么它可能采到甜甜蜜，等级越高采到甜甜蜜的几率越高。
以下为各等级采到甜甜蜜的概率表。



等级

概率


1-10

5


11-20

10


21-30

15


31-40

20


41-50

25


51-60

30


61-70

35


71-80

40


81-90

45


91-100

50",,,,,,,,
89,铁拳,Iron Fist,てつのこぶし,使用拳类招式的威力会提高。,格斗,,4,,拳类招式的威力上升20%。,,,,,,,
117,降雪,Snow Warning,ゆきふらし,出场时，会将天气变为下雪。,冰,,4,,"当該寶可夢登场时，天气转为下雪并持续5回合。
在携带了道具冰冷岩石的情况下，下雪会持续8回合。
在大雨、大日照和乱流天气下，特性发动失败。
如果有多只拥有可更换天气特性的宝可梦同时登场，那么将会按照宝可梦的速度依次发动特性改变天气，后者覆盖前者。发动失败的情况下除外。",,,,,yes,,
81,雪隐,Snow Cloak,ゆきがくれ,下雪天气时，闪避率会提高。,冰,yes,4,当该特性的宝可梦配置在同行宝可梦首位时，在冰雹天气中野生宝可梦出现机率减少50%。,"天气处于冰雹或下雪状态时，闪避率提升20%。
不具有冰屬性的宝可梦获得该特性后不受冰雹天气的伤害。",,,,,,,
108,预知梦,Forewarn,よちむ,出场时，只读取１个对手拥有的招式。,超能力,,4,,"预知对手威力最强的招式，双打对战中会预知对方2只宝可梦中威力最强的招式。如果这样的招式有多个，将会随机预知一个。
提示为：读取了<宝可梦的名字>的<招式名称>！
变化招式的威力视为1。
基础威力为“变化”的非变化招式，威力根据以下取值。



威力

招式


150

断头钳、角钻、地裂和绝对零度


120

双倍奉还、镜面反射、金属爆炸和复仇


80

所有其他基础威力为“变化”的招式",,,,,yes,,
95,飞毛腿,Quick Feet,はやあし,变为异常状态时，速度会提高。,速度,,4,当该特性的宝可梦配置在同行宝可梦首位时，野生宝可梦出现机率减小。,陷入异常状态时速度提升50%，并无视麻痹降低速度的效果。异常状态恢复或失去特性时速度恢复。,,,,,,,
98,魔法防守,Magic Guard,マジックガード,不会受到攻击以外的伤害。,超能力,yes,4,,"不会受到天气、道具、特性、异常状态、状态变化、除挣扎之外的反作用力伤害的招式等造成的伤害。
非伤害效果仍然保留：例如灼伤状态的攻击减半效果，剧毒状态的伤害计数增加，生命宝珠对招式威力的增幅作用。
由于未受到寄生种子的伤害，对手也不会回复ＨＰ。下列会减少ＨＰ的效果不能被此特性防止：
招式的副作用：
由于使用诅咒、替身、腹鼓、分担痛楚而失去ＨＰ
由同命、灭亡之歌直接导致的濒死状态
造成自身陷入濒死状态的招式
由于挣扎而受到的反作用力伤害
由于混乱而对自己造成的伤害在第四世代中，在对战外中毒依然会减少ＨＰ。",,,,,,,
128,不服输,Defiant,まけんき,被对手降低能力时，攻击会大幅提高。,攻击,,5,,"能力变化被对手降低时，每降低一种能力，攻击就会提升2级。若有多个能力被下降，那么上升攻击的阶级相应增加。
下列情况将触发此特性：
受到对手的招式影响导致能力变化降低（例如受到清除浓雾）。
受到对手的特性影响导致能力变化降低（例如受到威吓）。
踩到黏黏网导致速度降低。
极巨团体战中神秘障壁被打破导致防御和特防降低，会触发两次。下列情况不能触发此特性：
由于招式的副作用导致能力变化降低（例如使用近身战）。
双打对战中由队友使用招式导致能力变化降低（例如使用抛下狠话）",,,,,,,
137,中毒激升,Toxic Boost,どくぼうそう,变为中毒状态时，物理招式的威力会提高。,毒,,5,,中毒或剧毒状态时，攻击力增加50%。,,,,,,,
145,健壮胸肌,Big Pecks,はとむね,不会受到防御降低的效果。,飞行,yes,5,,该特性的宝可梦的防御能力不会下降。,,,,,,,
164,兆级电压,Teravolt,テラボルテージ,可以不受对手特性的干扰，向对手使出招式。,电,,5,,"当拥有该特性的宝可梦登场时会出现提示：[宝可梦的名字]正在释放溅射气场！*
拥有该特性的宝可梦使出招式时能够使目标自身、目标同伴以及自身同伴的一部分特性失效。
当拥有该特性的宝可梦强制拉对手的后备宝可梦上场时，上场的后备宝可梦的特性不会对场上的毒菱、撒菱和黏黏网状态生效。
可以无效的特性所有会被无效化的特性，都是在受到招式影响时能够发动的特性。



引入世代

可以无效的特性


第三世代

战斗盔甲、恒净之躯、湿气、引火、怪力钳、精神力、锐利目光、飘浮、神奇鳞片、沙隐、硬壳盔甲、鳞粉、隔音、黏着、结实、吸盘、厚脂肪、蓄电、储水、白色烟雾、神奇守护、避雷针*、免疫†、迟钝†、干劲†、不眠†、柔软†、我行我素†、熔岩铠甲†、水幕†


第四世代

干燥皮肤、过滤、耐热、叶子防守、电气引擎、单纯、雪隐、坚硬岩石、蹒跚、纯朴、引水*、花之礼‡、魔法防守


第五世代

健壮胸肌、唱反调、友情防守、重金属、轻金属、魔法镜、多重鳞片、食草、心灵感应、奇迹皮肤


第六世代

防弹、毛皮大衣、防尘、芳香幕‡、甜幕‡、花幕‡


第七世代

鮮艷之軀、画皮、女王的威严、毛茸茸、水泡†


第八世代

镜甲、庞克摇滚、冰鳞粉、结冻头、粉彩护幕†
注*：兆级电压特性也会使避雷针和引水的强制选择目标效果失效。
注†：兆级电压特性能够使免疫、迟钝、干劲、不眠、柔软、我行我素、熔岩铠甲、水幕等特性失效而使得拥有这些特性的宝可梦暂时陷入对应的异常状态，但轮到拥有上述特性的宝可梦行动时，牠们会立即发动特性治愈这些异常状态。
注‡：兆级电压特性能够使同伴的花之礼、芳香幕、花幕、甜幕等特性失效。即使同伴拥有这些特性，拥有兆级电压特性的宝可梦在攻击时也会受到目标的黏滑、迷人之躯、诅咒之躯和道具红线等的影响，并且不会因为花之礼而增加攻击。",,,,,yes,,
144,再生力,Regenerator,さいせいりょく,退回同行队伍后，ＨＰ会少量回复。,回复,,5,,"交换下场时，回复自身最大ＨＰ的1⁄3。
如果在特性受到影响时离场，先判定再生力特性的ＨＰ回复再恢复特性。因此，受无特性或特性互换等效果影响而失去再生力特性的宝可梦离场时不回复ＨＰ。通过特性互换或复制获得再生力特性后离场时回复ＨＰ。
再生力特性不受回复封锁影响。",,,,,,,
148,分析,Analytic,アナライズ,如果在最后使出招式，招式的威力会提高。,建筑,,5,,"如果其他所有宝可梦的行动都在自己之前，则自己使用的招式的威力提高30%。
如果其他所有宝可梦都是在本回合替换上场的，分析特性也能发动。",,,,,,,
132,友情防守,Friend Guard,フレンドガード,可以减少我方的伤害。,妖精,yes,5,,"己方场上除自己以外的宝可梦受到的招式直接造成的伤害减少1⁄4。
如果自身场上有多个拥有该特性的宝可梦，特性效果可以叠加。
如在三打对战中有两只拥有友情防守的宝可梦，则另外一只宝可梦受到的伤害就会减少为原来的3⁄4 × 3⁄4 = 9⁄16。",,,,,,,
138,受热激升,Flare Boost,ねつぼうそう,变为灼伤状态时，特殊招式的威力会提高。,火,,5,,灼伤状态时，特攻上升50%。,,,,,,,
150,变身者,Imposter,かわりもの,变身为当前面对的宝可梦。,一般,,5,,"主頁面：变身（状态）登场时以对手对应位置的宝可梦为目标进入变身状态。在皇家对战中，以该特性宝可梦的对角线位置为目标进入变身状态。
如果目标处于幻觉之下、变身状态、替身的保护下，或者目标位置没有宝可梦，则变身者特性发动失败。",,no,,yes,yes,no,
126,唱反调,Contrary,あまのじゃく,能力的变化发生逆转，原本提高时会降低，而原本降低时会提高。,恶,yes,5,,"该特性的宝可梦受到的能力变化，能力变化变为原本的反向变动。上升变为下降，下降变为上升。
如果使用特性互换等招式，让能学会该招式的宝可梦的特性变成唱反调，使用腹鼓会让它的攻击阶级变为↓↓↓↓↓↓，并且降低ＨＰ。
具有破格、兆级电压或涡轮火焰的宝可梦造成的能力变化不受唱反调的影响。通过接棒或自我暗示传递的能力变化会正常保留。
麻痹和灼伤造成的能力降低也不受影响。
唱反调的判定优先于白雾、能力防守和花幕。
由变化招式升级成的Ｚ招式所带来的附加效果不受该特性的影响。
比如说变圆变成Ｚ招式后，Ｚ力量效果的命中↑不受该特性的影响，然而之后的防御↑效果还是会因为该特性而变成↓。
如果使用的Ｚ招式是诸如九彩升华齐聚顶、炽魂热舞烈音爆这种的话，能力还是会因为该特性反向变动。",,,,,,,
136,多重鳞片,Multiscale,マルチスケイル,ＨＰ全满时，受到的伤害会变少。,龙,yes,5,,ＨＰ全满时，受到的攻击伤害减为原来的1⁄2。,,,,,,,
147,奇迹皮肤,Wonder Skin,ミラクルスキン,成为不易受到变化招式攻击的身体。,变化,yes,5,,变化招式对该特性的宝可梦命中率减半。,,,,,,,
149,幻觉,Illusion,イリュージョン,假扮成同行队伍中的最后一只宝可梦出场，迷惑对手。,恶,,5,,"出场时幻化为同行宝可梦中最后一只有战斗能力的宝可梦的样子，受到攻击招式伤害则恢复原形。
此外，使用Ｚ招式后或失去幻觉特性（如单纯光束、烦恼种子、胃液、找伙伴等），形态复原。
处于幻觉状态中的宝可梦可以极巨化，同时不会消除幻觉效果，但幻化成苍响、藏玛然特、以及无极汰那时无法极巨化。拥有这个特性的宝可梦变身时，会连形态、性别、称呼对象的昵称（仅限和朋友对战时）、根据体重而变化的出场落地特效、是否为异色以及精灵球的种类都一并变化，但唯独等级显示的是自身的等级。
变身时只改变外形与名字等视觉上的要素，不改变属性相克、特性、招式与实际性别。
替换宝可梦会导致同行宝可梦的排序改变，幻觉特性以交换前的宝可梦顺序决定。如果同行宝可梦中最后一只不处于濒死状态的宝可梦是幻觉宝可梦本身，幻觉特性不会发动。对幻觉状态下的宝可梦使用变身会失败，并无法发动变身者。",no,no,yes,yes,yes,no,
125,强行,Sheer Force,ちからずく,招式的追加效果消失，但因此能以更高的威力使出招式。,攻击,,5,,"附带追加效果的攻击招式的威力提升30%，但这些招式的追加效果不再发动。
对王者之证、锐利之牙和投掷道具带来的追加效果无效，追加效果能够正常发动，并且招式的威力也不会因此上升。
对极巨招式无效。
对缝影、掷锚以外的造成无法逃走状态的招式无效。
对上菜仅有提升威力的效果。
此外，对泡影的咏叹调、诡异咒语和喷射拳有效。如果攻击方发动了强行特性，下列在伤害计算后才处理的效果会被忽略：
防御方的变色、怒火沖天、跃跃欲逃、危险回避、順手牽羊特性；
防御方的陷阱甲殼招式的觸發；
攻击方携带的贝壳之铃、防御方携带的红牌、逃脱按键、亚开果、香罗果；
攻击方的生命宝珠的损失ＨＰ的副作用，但不包括增加招式威力的效果。",,,,,,,
141,心情不定,Moody,ムラっけ,每一回合，能力中的某项会大幅提高，而某项会降低。,变化,,5,,每回合结束时攻击、防御、特攻、特防、速度中随机一项提升2级，随机另一项降低1级。,,,,,,,
140,心灵感应,Telepathy,テレパシー,读取我方的攻击，并闪避其招式伤害。,超能力,yes,5,,该特性的宝可梦不会被同伴的物理招式和特殊招式命中。例如：在双打对战中，同伴对自身以外的宝可梦使用放电，该特性宝可梦不会受到攻击。,,,,,,,
158,恶作剧之心,Prankster,いたずらごころ,可以率先使出变化招式。,恶,,5,,"该特性的宝可梦使用变化招式时优先度+1，包括变化招式的Ｚ招式。
受此特性影响的变化招式对对手的恶屬性宝可梦无效。
对入场宝可梦生效的招式、影响天气的招式与戏法空间等招式并不直接影响场上的宝可梦，就算对手宝可梦是恶属性也可以正常作用。如果使用的招式本身优先度为 0，经过恶作剧之心的加成后优先度为正，则可以被快速防守、精神场地、女王的威严等所抵挡。
恶屬性的宝可梦受到以自身为目标的变化招式，仍能使用魔法反射或凭借魔法镜把恶作剧之心引起优先度增加的变化招式无效化，并反弹给招式的使用者，除非对方同是恶属性宝可梦。",,,,,,,
146,拨沙,Sand Rush,すなかき,沙暴天气时，速度会提高。,地面,,5,,"沙暴天气时，速度能力变为原来的2倍。
拥有该特性的宝可梦不受沙暴天气的伤害。",,,,,,,
139,收获,Harvest,しゅうかく,可以多次制作出已被使用掉的树果。,草,,5,当该特性的宝可梦配置在同行宝可梦首位时，能够提升野外遭遇草屬性宝可梦的概率。,"每回合结束有50%机率获得使用过的树果（包括对方宝可梦携带，但被该特性的宝可梦使用），大晴天或大日照下几率为100%。
收获特性每回合最多触发一次。如果携带的树果在再次获得后立即被消耗，直到下一次收获能再次触发。
如果超过一个宝可梦有收获特性，速度快的宝可梦先获得使用过的树果。
收获特性无法重复获得被其他宝可梦使用的树果。例如对方宝可梦使用了虫咬。",,,,,,,
152,木乃伊,Mummy,ミイラ,被对手接触到后，会将对手变为木乃伊。,幽灵,,5,,"受到接触类招式攻击时，攻击方的特性变为木乃伊。变为木乃伊后，与无特性状态相似。
如果该接触类招式是连续招式，在第一下攻击后攻击方的特性会变为木乃伊，并且与增减招式伤害无关的特性效果在攻击结束前仍旧存在。
连续攻击特性变为木乃伊后，仍然会继续攻击最大次数。
亲子爱特性变为木乃伊后，仍然会继续攻击第二次，并且第二击的威力仍然是第一击的1⁄4。
胆量特性变为木乃伊后，如果使用的连续招式是一般屬性或格斗屬性，从第二下开始的攻击仍然能打中幽灵屬性。
诸如毅力、大力士之类能增减招式伤害的特性变为木乃伊后，这类特性的效果会立刻消失。如果拥有坚硬脑袋特性的宝可梦使用了反作用力伤害的招式，则仍然要受到反作用力伤害。
如果攻击方特性为甩不掉的气味或无法被覆盖的特性，如多属性、达摩模式、战斗切换、界限盾壳、鱼群、画皮、结冻头、牵绊变身、群聚变形、绝对睡眠、ＡＲ系统、一口导弹、人马一体、全能变身、发号施令、古代活性、夸克充能、绯红脉动、强子引擎等，则攻击方的特性不会变为木乃伊。",yes,yes,yes,yes,no,yes,
154,正义之心,Justified,せいぎのこころ,受到恶属性的招式攻击时，因为正义感，攻击会提高。,格斗,,5,,受到恶屬性招式攻击时，自身攻击提升1级。该特性的宝可梦受到恶属性连续招式时，每一次攻击都能触发该特性。,,,,,,,
143,毒手,Poison Touch,どくしゅ,只通过接触就有可能让对手变为中毒状态。,毒,,5,,"该特性的宝可梦使用接触类招式时，有30%的机率使对手中毒。
毒手特性与招式的追加效果之和等于中毒的发生概率。毒手特性可在木乃伊触发前，使对方中毒。对于连续招式，每次招式会触发毒手特性。
如果目标有能防止中毒特性和招式，毒手对目标无法中毒。",,,,,,,
159,沙之力,Sand Force,すなのちから,沙暴天气时，岩石属性、地面属性和钢属性的招式威力会提高。,地面,,5,,在沙暴天气下，该特性的宝可梦不受沙暴伤害，同时使用的岩石屬性、钢屬性、地面屬性招式威力提升30%。,,,,,,,
131,治愈之心,Healer,いやしのこころ,有时会治愈异常状态的同伴。,妖精,,5,,在双打和三打对战中，每回合结束有30%的机率治愈一名同伴的异常状态。,,,,,,,
163,涡轮火焰,Turboblaze,ターボブレイズ,可以不受对手特性的干扰，向对手使出招式。,火,,5,,"当拥有该特性的宝可梦登场时会出现提示：「[宝可梦的名字]正在释放炽焰气场！」
拥有该特性的宝可梦使出招式时能够使目标自身、目标同伴以及自身同伴的一部分特性失效。
当拥有该特性的宝可梦强制拉对手的备战宝可梦上场时，上场的备战宝可梦的特性不会对场上的毒菱、撒菱和黏黏网状态生效。
可以无效的特性所有会被无效化的特性，都是在受到招式影响时能够发动的特性。



引入世代

可以无效的特性


第三世代

战斗盔甲、恒净之躯、湿气、引火、怪力钳、精神力、锐利目光、飘浮、神奇鳞片、沙隐、硬壳盔甲、鳞粉、隔音、黏着、结实、吸盘、厚脂肪、蓄电、储水、白色烟雾、神奇守护、避雷针*、免疫†、迟钝†、干劲†、不眠†、柔软†、我行我素†、熔岩铠甲†、水幕†


第四世代

干燥皮肤、过滤、耐热、叶子防守、电气引擎、单纯、雪隐、坚硬岩石、蹒跚、纯朴、引水*、花之礼‡、魔法防守


第五世代

健壮胸肌、唱反调、友情防守、重金属、轻金属、魔法镜、多重鳞片、食草、心灵感应、奇迹皮肤


第六世代

防弹、毛皮大衣、防尘、芳香幕‡、甜幕‡、花幕‡


第七世代

鮮艷之軀、画皮、女王的威严、毛茸茸、水泡†


第八世代

镜甲、庞克摇滚、冰鳞粉、结冻头、粉彩护幕†
注*：涡轮火焰特性也会使避雷针和引水的强制选择目标效果失效。
注†：涡轮火焰特性能够使免疫、迟钝、干劲、不眠、柔软、我行我素、熔岩铠甲、水幕等特性失效而使得拥有这些特性的宝可梦暂时陷入对应的异常状态，但轮到拥有上述特性的宝可梦行动时，它们会立即发动特性治愈这些异常状态。
注‡：涡轮火焰特性能够使同伴的花之礼、芳香幕、花幕、甜幕等特性失效。即使同伴拥有这些特性，拥有涡轮火焰特性的宝可梦在攻击时也会受到目标的黏滑、迷人之躯、诅咒之躯和道具红线等的影响，并且不会因为花之礼而增加攻击。",,,,,yes,,
133,碎裂铠甲,Weak Armor,くだけるよろい,受到物理招式的伤害时，防御会降低，速度会大幅提高。,岩石,,5,,受到物理招式攻击时，防御降低1级，速度提升2级。物理连续招式的每一击都会触发此特性。,,,,,,,
151,穿透,Infiltrator,すりぬけ,可以穿透对手的壁障或替身进行攻击。,幽灵,,5,,"该特性的宝可梦不受对方的反射壁、光墙、神秘守护、白雾、替身和极光幕状态影响。
如果使用的招式是变身或者自由落体，仍然不能穿透替身。",,,,,,,
127,紧张感,Unnerve,きんちょうかん,让对手紧张，使其无法食用树果。,树果,,5,,"对手的宝可梦无法使用树果。
该特性的宝可梦使用虫咬、啄食攻击对方，依然能获得树果效果。
紧张感特性在上场时发动，且必定先于其他特性（不包括化学变化气体）。通过复制、找伙伴、特性互换得到的紧张感则不会立即发动，而会等到场上有宝可梦登场后才优先发动。
紧张感特性的宝可梦一离场（替换、倒下），特性的效果消失的瞬间树果就会发动效果。
