n,name,enname,jpname,text,colorscheme,Moldbreaker,gen,对战外,对战中,Skillswap,Trace,Change,Noability,Entry,Transform,oldname
由于混乱而攻击自身时不会触发该特性。",,,,,,,
222,接球手,Receiver,レシーバー,继承被打倒的同伴的特性，变为相同的特性。,格鬥,,7,,"当同伴陷入濒死状态后，无论是何原因，此宝可梦的特性变成与该同伴相同。自身离场时特性还原为接球手。
在单打对战中，此特性没有作用。
不能接收同伴的以下特性：
接球手
化学之力
幻觉
变身者
复制
神奇守护
绝对睡眠
化学变化气体
游魂
发号施令
古代活性
夸克充能
绯红脉动
强子引擎不能接收同伴的以下特性，这些特性全部都与形态变化有关：
阴晴不定
花之礼
多属性
达摩模式
战斗切换
群聚变形
鱼群
牵绊变身
界限盾壳
画皮
ＡＲ系统
一口导弹
饱了又饿
结冻头
人马一体
全能变身",,no,yes,,,,
232,棱镜装甲,Prism Armor,プリズムアーマー,受到效果绝佳的攻击时，可以减弱其威力。,超能力,no,7,,"效果绝佳招式造成的伤害降低1⁄4。
特性破格、涡轮火焰、兆级电压和招式流星闪冲、暗影之光的效果对该特性无效。这与坚硬岩石和过滤的情况不同。",,,,,,,
218,毛茸茸,Fluffy,もふもふ,会将对手所给予的接触类招式的伤害减半，但火属性招式的伤害会变为２倍。,一般,yes,7,,"该特性的宝可梦所受到的接触类招式攻擊傷害是原本的1⁄2，但火屬性招式的傷害×2。
所受到的火屬性接触类招式攻擊傷害不变。
远隔特性的宝可梦对毛茸茸特性的宝可梦使用接触类招式伤害不变。",,,,,,,
199,水泡,Water Bubble,すいほう,降低自己受到的火属性招式的威力，不会灼伤。,水,yes,7,,"拥有该特性的宝可梦受到火屬性招式造成的伤害降低50%，不会陷入灼伤状态，并且水屬性招式的威力变为原来的两倍。
已经处于灼伤状态的宝可梦因特性互换等招式获得此特性后可以治愈灼伤。",,,,,,,
204,湿润之声,Liquid Voice,うるおいボイス,所有的声音招式都变为水属性。,水,,7,,拥有湿润之声特性的宝可梦使用的声音的招式属性均变为水屬性。,,,,,,,
210,牵绊变身,Battle Bond,きずなへんげ,打倒对手时，与训练家的牵绊会增强，自己的攻击、特攻、速度会提高。,水,,7,,,no,no,no,no,no,no,
226,电气制造者,Electric Surge,エレキメイカー,出场时，会布下电气场地。,电,,7,,"主頁面：电气场地（状态）透過讓腳下佈滿電力，布下电气场地，持续5回合。地面上的寶可夢的電屬性招式威力將會提高，並且不會變成睡眠狀態。
携带了道具大地膜的情况下，电气场地会持续8回合。",,,,,yes,,
206,电气皮膚,Galvanize,エレキスキン,一般属性的招式会变为电属性。威力会少量提高。,电,,7,,"自己使用的一般屬性招式会变成电屬性，且威力变为1.2倍。
觉醒力量、自然之恩、制裁光砾、高科技光炮、觉醒之舞和多属性攻击这些会改变属性的一般属性招式会先改变自身属性，然后承受电气皮肤特性的判定。因此只要这些招式的最终属性不是一般屬性，就既不会变成电属性，又不会被增幅威力。
具有此特性的宝可梦进入输电状态后，使出的一般屬性招式会变为电屬性但不会被提升威力。
具有此特性的电屬性宝可梦使出的一般屬性攻击招式具有属性一致加成，并且能消耗电之宝石增加招式威力。",,,,,,,
209,畫皮,Disguise,ばけのかわ,通过画皮覆盖住身体，可以防住１次攻击。,幽靈,yes,7,,"如果具有此特性的宝可梦是谜拟Ｑ（化形的样子），则画皮特性会防止任何攻击招式（包括Ｚ招式和极巨招式）或者混乱造成的伤害仅1次，并使谜拟Ｑ损失1⁄8的最大ＨＰ及变成现形的样子直到战斗结束。
能够防止以下情况：
声音的招式和穿透特性宝可梦使用攻击招式的伤害；
连续招式的仅第一次攻击的伤害；不能防止以下情况：
破格特性或者其他相同效果宝可梦使用攻击招式的伤害；
变化招式；
攻击招式附带的追加效果；
中毒、火海、沙暴等异常状态、状态变化和天气造成的伤害；
树果的ＨＰ降低效果。与携带物品相关：
画皮特性发动时，防御方携带的弱点保险和伤害减半类树果不会发动，但其他道具如凸凸头盔、红牌、逃脱按键、光苔、雪球、球根、充电电池等照常发动。
画皮特性不能阻止气球被打破，不能阻止附着针的转移。与替身状态相关：
在替身状态下受到除了声音的招式和带有穿透特性的宝可梦的攻击伤害时，替身会先防止受到伤害，而画皮特性不被触发。
在替身状态下受到声音的招式或带有穿透特性的宝可梦的攻击伤害时，替身被保留而触发画皮特性。其他：
如果谜拟Ｑ被浸水等追加或改变属性的招式改变了属性，则在画皮脱落时会恢复为原本的属性。
特性发动时如果使用双倍奉还、镜面反射或者金属爆炸，会对对手造成1ＨＰ的伤害。",no,no,no,no,no,no,
197,界限盾壳,Shields Down,リミットシールド,ＨＰ变为一半时，壳会坏掉，变得有攻击性。,岩石,no,7,,"当该特性的宝可梦为小陨星时，ＨＰ超过50%时，变为流星的样子，期间不会陷入异常状态和瞌睡。如果已经受到异常状态效果，则不会回复。
當ＨＰ變為50％或以下时，回合结束后变为核心，降低防御与特防种族值，提高攻击、特攻与速度种族值，可以陷入异常状态。",no,no,no,no,yes,no,
227,精神制造者,Psychic Surge,サイコメイカー,出场时，会布下精神场地。,超能力,,7,,"主頁面：精神場地（状态）透過在腳下張開精神場地，布下精神场地，持续5回合。讓在地面上的寶可夢所持的超能力屬性招式的威力提升，且不會受到對手先制招式的攻擊以及优先度+1以上变化招式之影響。
携带了道具大地膜的情况下，精神场地会持续8回合。",,,,,yes,,
213,绝对睡眠,Comatose,ぜったいねむり,总是半梦半醒的状态，绝对不会醒来。可以就这么睡着进行攻击。,睡眠,no,7,,"持有此特性的宝可梦不会陷入任何异常状态。
持有此特性的宝可梦在进行各类效果的处理时，视同它已处于睡眠状态。这代表：
无法成功使出睡觉。
可以成功使出打鼾和梦话等在睡着时才能使出的招式。但无法触发硬撑的伤害翻倍效果。
可以被食梦造成伤害。
场上有特性为梦魇的宝可梦的话，此宝可梦每回合都要损失ＨＰ。
受到唤醒巴掌的攻击会受到翻倍的伤害，不过并不会解除任何状态。解眠药等能解除睡眠的道具对绝对睡眠无效。",no,no,no,no,yes,yes,
211,群聚变形,Power Construct,スワームチェンジ,ＨＰ变为一半时，细胞们会赶来支援，变为完全体形态。,龍,,7,基格尔德在对战外不会自动转变形态，使用基格尔德多面体才能让它从５０％形態和１０％形態之间變換以及改變特性（第八世代起）。特性胶囊对基格尔德无效。,"持有该特性的基格爾德・１０％形態和基格爾德・５０％形態，在回合结束时，如果ＨＰ为最大ＨＰ的50%或更少，就會變成基格爾德・完全體形態。
该特性發动前会出现提示：感到了强大气息的存在！
如果基格尔德在回合结束前ＨＰ重新回到了50%以上，则不能变身。
ＨＰ直接降低至0时群聚变形不会发动。
由于“基格尔德・完全体形态”拥有更高的ＨＰ种族值，改变形态后ＨＰ和ＨＰ最大值会同时增加，保持损失的ＨＰ与改变形态前一致。
对战结束后变回原本形态时，ＨＰ最大值降低，ＨＰ高于最大值时会降低至最大值，低于最大值时不会降低。",no,no,no,no,no,no,
233,脑核之力,Neuroforce,ブレインフォース,效果绝佳的攻击，威力会变得更强。,超能力,,7,,使用的效果绝佳招式的威力提升25%。,,,,,,,
212,腐蚀,Corrosion,ふしょく,可以使钢属性和毒属性的宝可梦也陷入中毒状态。,毒,,7,,"拥有该特性的宝可梦使用的招式可以令毒屬性和钢屬性的寶可夢中毒。
例如该特性的宝可梦对钢属性宝可梦使用变化招式剧毒，会让后者陷入剧毒状态。
毒属性攻击招式依然对钢屬性宝可梦完全无效。
例如该特性的宝可梦对钢属性宝可梦使用攻击招式污泥波，不仅没有任何伤害，且10%中毒的追加效果不会触发。但会对毒属性宝可梦触发中毒的追加效果。
拥有该特性的宝可梦所布下的毒菱不会让毒屬性和钢屬性的宝可梦中毒。
拥有该特性的宝可梦自身会受到剧毒宝珠的影响。投掷剧毒宝珠或毒针也会让对手中毒。
拥有该特性的宝可梦自身不会因为对手的反射类招式或同步特性而中毒。
拥有该特性的宝可梦不会让拥有免疫特性的对手中毒。",,,,,,,
216,舞者,Dancer,おどりこ,有谁使出跳舞招式时，自己也能就这么接着使出跳舞招式。,飞行,,7,,"如果場上有寶可夢成功使出跳舞招式，其他所有具有舞者特性的宝可梦根据其速度顺序，依次使出相同招式。
如果该特性的宝可梦携带了突击背心，仍然能触发舞者特性，使用变化招式。
如果该特性的宝可梦携带了讲究头带、讲究眼镜、讲究围巾等道具，且自身已使用过招式，则虽仍能触发舞者特性，但招式会使用失败，除非其他宝可梦使出的跳舞招式与自身曾使用的招式一致。
如果该特性的宝可梦携带了讲究头带、讲究眼镜、讲究围巾等道具，但自身未使用过招式，则在触发舞者特性并使出招式后，当前回合再通过舞者使用的招式与自身使用的招式会失败，除非该招式与首次触发舞者特性时的招式一致。次回合，宝可梦可重新选择要使用的招式。
如果跳舞招式没有使用成功，例如属性相性无效、攻击目标处于守住状态；舞者特性不会触发。
使用破坏光线等招式后，因反作用力自身处于无法动弹的状态下，舞者特性可以触发。
使用蓄力的招式时，自身处于蓄力状态下也可以触发该特性。
自身处于飞翔、潜水等暂时不在场上的状态时不会触发该特性。
如果其他宝可梦使用跳舞招式的Ｚ招式，该特性的宝可梦能触发除Ｚ力量效果以外的效果。通过舞者特性使出的招式不会被再次使出。
通过舞者特性所使出的多回合攻击类招式只会进行一回合攻击。
如果己方其他宝可梦使用作用范围为单体选择的跳舞招式，如果是对对方宝可梦使用，那么舞者特性的宝可梦会对同一个目标使用。
通过舞者使用的招式可以被抢夺夺走，通过魔法镜和魔法反射反弹。
被魔法镜或魔法反射反弹的跳舞招式，无论是反弹前还是反弹后都不会触发该特性。太晶团体战中舞者特性会完全无效。",,,,,,,
217,蓄电池,Battery,バッテリー,会提高我方的特殊招式的威力。,电,no,7,,该特性的宝可梦在场时，场上全部同伴宝可梦的特殊招式威力提升为原本的1.3倍。,,,,,,,
228,薄雾制造者,Misty Surge,ミストメイカー,出场时，会布下薄雾场地。,妖精,,7,,"主頁面：薄霧場地（状态）在腳下張開薄霧場地，持续5回合。讓在地面上的寶可夢因龍屬性招式所受到的傷害減半，且變得不會陷入异常状态及混亂的狀態。
携带了道具大地膜的情况下，薄霧場地会持续8回合。
如果我方场上存在毒菱，则拥有此特性的宝可梦会先踩到毒菱，然后发动此特性。这会导致此宝可梦中毒，然后才会布下薄雾场地。",,,,,yes,,
193,躍躍欲逃,Wimp Out,にげごし,ＨＰ变为一半时，会慌慌张张逃走，退回同行队伍中。,蟲,,7,,"与野生宝可梦对战中，该特性的宝可梦从高于1⁄2ＨＰ變為低于1⁄2时便會使自身退场，与训练家对战时则進行替換。
如果该特性的宝可梦ＨＰ已经低于1⁄2，即使受到伤害也不会触发特性，除非宝可梦的ＨＰ回复到1⁄2以上，并再次受到伤害变为低于1⁄2。
若该特性的宝可梦携带了能回复ＨＰ的树果，受到伤害后会先食用树果回复ＨＰ，再判定特性是否触发。若该特性的宝可梦携带了贝壳之铃，对于特性是否发动的判定在回复ＨＰ的效果之前，因此如果在使出招式后自己的ＨＰ变为了1⁄2或以下，随后又因为贝壳之铃的效果回复ＨＰ至1⁄2以上，依然可以触发特性，此时就会以ＨＰ大于1⁄2的状态退场。以下使ＨＰ變為低于1⁄2的情况，不会触发特性：
该特性的宝可梦因混乱而攻击自己；
对方宝可梦特性为强行，且使用带有追加效果的招式。
对方宝可梦使用连续招式，在连续攻击完成后才会触发特性。
与训练家对战时，除这只该特性的宝可梦外，队伍内宝可梦全部进入濒死状态。对该特性的宝可梦使用伏特替换、急速折返或快速折返，因而触发该宝可梦特性时，这类招式不会发动替换效果。
使用追打的同一回合，若该特性的宝可梦因触发特性而替换，则追打不会发动特殊效果。
踩影無法防止該特性效果",,,,,,,
198,監視,Stakeout,はりこみ,可以对替换出场的对手以２倍的伤害进行攻击。,一般,,7,,该特性的宝可梦使用的招式对本回合替换上场的宝可梦造成的伤害×2。,,,,,,,
203,远隔,Long Reach,えんかく,可以不接触对手就使出所有的招式。,幽灵,,7,,拥有远隔特性的宝可梦使用接触类招式时，不会触发攻击目标任何与接触类招式有关的效果。,,,,,,,
195,遇水凝固,Water Compaction,みずがため,受到水属性的招式攻击时，防御会大幅提高。,地面,,7,,"受到水屬性的招式攻擊時，防禦會提升2個等級。
若对方以遇水凝固的宝可梦为目标使用水属性连续招式，则每一击都会触发效果。",,,,,,,
230,金屬防護,Full Metal Body,メタルプロテクト,不会因为对手的招式或特性而被降低能力。,鋼,no,7,,"在通常情况下，能力不会被对方及同伴的招式和特性降低（例如招式鬼面、特性威吓等）。
金属防护特性不能阻止以下能力的降低方式：
自身使用降低自身能力的招式：蛮力、臂锤等；
自身携带降低能力的道具：黑色铁球等；
降低能力的异常状态：麻痹、灼伤；
与对方平分能力的招式：防守平分、力量平分；
与对方交换能力的招式：心灵互换、防守互换、力量互换；
与同行宝可梦传递能力的招式：接棒；
改变能力的招式：颠倒；",,,,,,,
200,钢能力者,Steelworker,はがねつかい,钢属性的招式威力会提高。,钢,,7,,拥有钢能力者特性的宝可梦使用钢屬性招式的威力会提高50%。,,,,,,,
229,青草制造者,Grassy Surge,グラスメイカー,出场时，会布下青草场地。,草,,7,,"主頁面：青草场地（状态）透過在腳下張開青草场地，布下青草场地，持续5回合。讓在地面上的寶可夢所持的草屬性招式的威力提升，且在每一回合ＨＰ會逐漸回復。此外，因地震、震級或重踏的招式造成的傷害將會減半。
携带了道具大地膜的情况下，青草场地会持续8回合。",,,,,yes,,
215,飞出的内在物,Innards Out,とびだすなかみ,被对手打倒的时候，会给予对手相当于ＨＰ剩余量的伤害。,水,,7,,"拥有此特性的宝可梦在被击倒时，给对手带来与自身被最后一击之前同等ＨＰ的伤害。
如果具有该特性的宝可梦并非直接被击倒，那么不会给对手带来伤害。
如果具有该特性的宝可梦被预知未来或破灭之愿击倒，而且此时招式的使用者不在场上，那么不会给另外的对手带来伤害。
如果具有该特性的宝可梦被种子机关枪或飞水手里剑等连续攻击招击倒，那么将会带来从第一击到击倒前的所有伤害。
如果对手可以被具有该特性的宝可梦以此特性击倒，即使对手有气势披带，也无法保留1ＨＰ。
如果双方只有一只宝可梦的情况，拥有该特性的宝可梦被击倒但因为飞出的内在物造成对方同时倒下，拥有该特性的宝可梦一方算失败。",,,,,,,
220,魂心,Soul-Heart,ソウルハート,宝可梦每次变为濒死状态时，特攻会提高。,鋼,,7,,每當場上有寶可夢被打倒時，特攻提高1個等級。,,,,,,,
208,魚群,Schooling,ぎょぐん,ＨＰ多的时候会聚起来变强。ＨＰ剩余量变少时，群体会分崩离析。,水,,7,,"弱丁鱼达到２０或以上的等级时，在对战中出场时，若ＨＰ高于２５%便能从单独的样子变为鱼群的样子。
在鱼群的样子的形态下，回合结束时，若ＨＰ低于２５%则变回单独的样子。在单独的样子的形态下，回合结束时，若ＨＰ高于２５%则变回鱼群的样子。",no,no,no,no,yes,no,
219,鲜艳之躯,Dazzling,ビビッドボディ,让对手吓一跳，使其无法对我方使出先制招式。,超能力,yes,7,,让对方使出会影响己方的先制招式失败，包含受到恶作剧之心、先行治疗或疾风之翼影响使优先度大于 0 的招式。,,,,,no,,
225,ＡＲ系统,RKS System,ＡＲシステム,根据持有的存储碟，自己的属性会改变。,一般,,7,,攜帶對應各屬性的存储碟，藉此改變屬性。,no,no,no,no,no,no,
241,一口导弹,Gulp Missile,うのミサイル,冲浪或潜水时会叼来猎物。受到伤害时，会吐出猎物进行攻击。,水,,8,,"当使出冲浪或潜水时，会从水中叼来猎物。
如果在这个状态下受到攻击，会将嘴里的猎物吐出，使对手ＨＰ减少1⁄4。
當ＨＰ多於一半時，會叼来刺梭鱼，反击後，令目标的防禦降低1级。
當ＨＰ少於或等于一半時，會叼来皮卡丘，反击後，使目标陷入麻痹状态。
當處於一口導彈狀態時瀕死，會先觸發反擊，然後陷入瀕死狀態。
极巨化后会变为不叼着猎物的形态，且即使在极巨化后使用冲浪或潜水（只有极巨团体战中的野生古月鸟可以做到），也不会叼来猎物。
一口导弹的伤害和附加效果能穿过替身。",no,no,no,no,no,no,
255,一猩一意,Gorilla Tactics,ごりむちゅう,虽然攻击会提高，但是只能使出一开始所选的招式。,冰,,8,,"拥有该特性的寶可夢攻击会提高50%，但只能使用一开始使用的招式。
该特性对极巨招式无效。",,,,,,,
235,不屈之盾,Dauntless Shield,ふくつのたて,首次出场时，防御会提高。,格斗,,8,,首次上場時，自己的防禦上升一級。,,,,,yes,,
234,不挠之剑,Intrepid Sword,ふとうのけん,首次出场时，攻击会提高。,妖精,,8,,首次上場時，自己的攻擊上升一級。,,,,,yes,,
246,冰鳞粉,Ice Scales,こおりのりんぷん,由于有冰鳞粉的守护，受到的特殊攻击伤害会减半。,冰,yes,8,,"该特性的宝可梦受到特殊招式的伤害減半。
即使招式使用目标的防御代替目标的特防进行伤害计算（例如精神衝擊和精神擊破），该特性依然减半伤害。
该特性无法减半固定伤害类招式的伤害。",,,,,,,
256,化学变化气体,Neutralizing Gas,かがくへんかガス,特性为化学变化气体的宝可梦在场时，场上所有宝可梦的特性效果都会消失或者无法生效。,毒,,8,,"此特性能讓周围宝可梦变为无特性状态。
该特性在上场时发动，且必定先于其他特性（包括紧张感在内）。
该特性无法消除的特性：
绝对睡眠；
人马一体；
其他宝可梦的化学变化气体；
但使用胃液或核心惩罚者可以令此特性陷入无特性状态；
部分与形态变化有关的特性，包括画皮、结冻头、战斗切换、鱼群、多属性、ＡＲ系统、达摩模式、一口导弹以及群聚变形；
其他与形态变化有关的特性如饱了又饿、花之礼、阴晴不定、变身者、幻觉可以被化学变化气体消除。该特性的寶可夢一旦被击倒或替换，其他寶可夢的特性就會生效，在此情况下：
部分入场时发动的特性（如威吓、不挠之剑、破格等）会在同位置的新宝可梦上场前按照速度顺序发动一次，无论之前是否发动过；
满足一定条件才发动的特性（如贪吃鬼等）需要再次触发条件才能发动（如贪吃鬼需要ＨＰ在一半以下变化一次）；
拥有自信过度、苍白嘶鸣、漆黑嘶鸣和异兽提升等特性的宝可梦在击倒特性为化学变化气体的宝可梦后可以提升能力。",no,no,,,yes,,
245,吐沙,Sand Spit,すなはき,受到攻击时，会刮起沙暴。,地面,,8,,"當該寶可夢受到攻擊時，天氣轉為沙暴并持续5回合。即使在受到攻击后濒死，效果也会触发。
在携带了道具沙沙岩石的情况下，沙暴会持续8回合。",,,,,,,
242,坚毅,Stalwart,すじがねいり,能无视具有吸引对手招式效果的特性或招式的影响。,钢,,8,,"攻击原本选定的目标，无视交换场地、场上万众瞩目状态、引水、避雷针、对手宝可梦的交换。
只有目标不在场上时，才攻击同位置宝可梦。
坚毅特性的宝可梦使用梦话、挥指会失败。
目前類似特性擁有一個遊戲漏洞，請見遊戲漏洞。",,,,,,,
244,庞克摇滚,Punk Rock,パンクロック,声音招式的威力会提高。受到的声音招式伤害会减半。,电,yes,8,,"拥有此特性的宝可梦使出的声音的招式的威力会提高至1.3倍；
同时受到的声音的招式伤害会减半。",,,,,,,
261,怪药,Curious Medicine,きみょうなくすり,出场时会从贝壳撒药，将我方的能力变化复原。,毒,,8,,當擁有這個特性的寶可夢上場戰鬥時，能產生將我方寶可夢能力變化復原的效果。,,,,,yes,,
250,擬態,Mimicry,ぎたい,宝可梦的属性会根据场地的状态而变化。,電,,8,,"拥有此特性的宝可梦，自身的属性将取决于当前的场地型状态而改变。
对战场地处于电气场地状态时，会变为电屬性。
对战场地处于青草场地状态时，会变为草屬性。
对战场地处于薄雾场地状态时，会变为妖精屬性。
对战场地处于精神场地状态时，会变为超能力屬性。",,,,,yes,,
237,捡球,Ball Fetch,たまひろい,没有携带道具时，会拾取第１个投出后捕捉失败的精灵球。,电,,8,,"在该特性的宝可梦沒有攜帶道具的情況下，只要投出任何種類的第１個精靈球並且收服失敗後，该特性的宝可梦会捡回此精靈球。
一次對戰只會發動一次(包含野生寶可夢)，捕抓失敗時會由速度快的先發動特性，速度慢的便不會再發動。",,,,,,,
260,无形拳,Unseen Fist,ふかしのこぶし,如果使出的是接触到对手的招式，就可以无视守护效果进行攻击。,格鬥,,8,,"使用接触类招式时，能无视对方除极巨防壁外守住类状态的效果，正常造成伤害。
包括王者盾牌、尖刺防守、碉堡、拦堵等招式的特殊效果。
不会解除守住类状态。这与佯攻、潜灵奇袭等招式不同。",,,,,,,
238,棉絮,Cotton Down,わたげ,受到攻击后撒下棉絮，降低除自己以外的所有宝可梦的速度。,草,,8,,"该特性的宝可梦受到攻击时，令除该特性以外的宝可梦速度降低1级。
连续招式的每一击都会触发此特性。",,,,,,,
254,游魂,Wandering Spirit,さまようたましい,与使用接触类招式攻击自己的宝可梦互换特性。,幽灵,,8,,"受到接触类招式攻击时，互换双方的特性。变为游魂后，与无特性状态相似。在极巨化的情况下，游魂不会发动。
如果连续攻击特性的宝可梦使用连续招式攻击游魂特性的宝可梦，该宝可梦的特性在第一次攻击之后就会变为游魂，但仍然会继续攻击最大次数。
如果拥有坚硬脑袋特性的宝可梦使用了反作用力伤害的招式，则仍然要受到反作用力伤害。
如果拥有亲子爱特性的宝可梦使用接触类招式攻击游魂特性的宝可梦，该宝可梦的特性在第一次攻击之后就会变为游魂，但仍然会继续攻击第二次，并且第二击的威力仍然是第一击的1⁄4。
如果攻击方特性为无法被交换的特性，如神奇守护、多属性、达摩模式、牵绊变身、战斗切换、鱼群、画皮、绝对睡眠、群聚变形、界限盾壳、ＡＲ系统等，则游魂特性不发动。",,,,,,,
265,漆黑嘶鸣,Grim Neigh,くろのいななき,打倒对手时会用恐怖的声音嘶鸣并提高特攻。,幽靈,,8,,该特性的宝可梦打败任意一方的一只宝可梦后，自身特攻提升1级。,,,,,,,
253,滅亡之軀,Perish Body,ほろびのボディ,受到接触类招式攻击时，双方都会在３回合后变为濒死状态。替换后效果消失。,幽靈,,8,,该特性的宝可梦受到接觸類招式攻擊時，会令双方陷入灭亡之歌状态。3回合后，处于灭亡之歌状态的宝可梦会陷入濒死状态。替换后效果消失。,,,,,,,
247,熟成,Ripen,じゅくせい,使树果成熟，效果变为２倍。,草,,8,,该特性的宝可梦使树果效果变为２倍，包括回复ＨＰ（如文柚果）、恢复ＰＰ（如苹野果）、减半１种属性招式的伤害（如烛木果）、提升能力变化（如星桃果）、对手损伤最大ＨＰ的树果（如嘉珍果）。,,,,,,,
262,电晶体,Transistor,トランジスタ,电属性的招式威力会提高。,电,,8,,拥有此特性的宝可梦使出的电屬性招式威力会提高50%。,,,,,,,
257,粉彩护幕,Pastel Veil,パステルベール,自己和同伴都不会陷入中毒的异常状态。,超能力,yes,8,,拥有此特性的宝可梦不仅能使自己及同伴免疫中毒状态，在对战中出场时，还能回复我方的中毒状态。,,,,,yes,,
248,结冻头,Ice Face,アイスフェイス,头部的冰会代替自己承受物理攻击，但是样子会改变。下雪时，冰会恢复原状。,冰,yes,8,,"该特性可以为冰砌鹅完全抵御一次物理招式的伤害（包括混乱对自身造成的伤害），并使冰砌鹅转变为解冻头形態，同时冰砌鹅的种族值也会发生变化。天气从其他天气变成冰雹或下雪时，会恢复为结冻头形态。
战斗结束时冰砌鹅会恢复为结冻头形态，但替换不会令已解冻的结冻头复原。如果在解冻时天气已经为冰雹或下雪，则结冻头也不会复原。
替身受到物理攻击不会令结冻头解冻。",no,no,no,no,no,no,
249,能量點,Power Spot,パワースポット,只要处在相邻位置，招式的威力就会提高。,岩石,no,8,,拥有此特性的宝可梦一方，除拥有该特性的宝可梦以外的宝可梦招式威力提高30%。,,,,,,,
236,自由者,Libero,リベロ,变为与自己使出的招式相同的属性。每次出场战斗仅生效一次。,火,,8,,"自身的属性在使用招式之前变为所使用的招式的属性。转换属性的效果持续直到拥有该特性的宝可梦离开场地为止。对于两种属性的宝可梦，触发自由者时变为只有一种属性。
掙扎不會觸發自由者特性。
该特性的宝可梦使用招式后，属性一致加成会根据改变后的属性提升招式威力。
当招式使用失败时，不会触发自由者；但是招式没有命中或被守住时，仍会触发自由者。
太晶化的宝可梦使用招式时不会触发自由者。",,,,,,,
264,苍白嘶鸣,Chilling Neigh,しろのいななき,打倒对手时会用冰冷的声音嘶鸣并提高攻击。,冰,,8,,该特性的宝可梦打败任意一方的一只宝可梦后，自身攻击提升1级。,,,,,,,
243,蒸汽機,Steam Engine,じょうききかん,受到水属性或火属性的招式攻击时，速度会巨幅提高。,岩石,,8,"当该特性的宝可梦在队伍时，队伍中蛋孵化的速度提高为原来的2倍。
此效果不会与自身、火焰之躯或熔岩铠甲叠加。","對戰中受到對手的水屬性或火屬性招式攻擊時，自身速度提升6级。
该特性的宝可梦受到水属性或火属性连续招式时，每一次攻击都能触发该特性。",,,,,,,
239,螺旋尾鰭,Propeller Tail,スクリューおびれ,能无视具有吸引对手招式效果的特性或招式的影响。,水,,8,,"攻击原本选定的目标，无视交换场地、场上万众瞩目状态、引水、避雷针、对手宝可梦的交换。
只有目标不在场上时，才攻击同位置宝可梦。
螺旋尾鳍特性的宝可梦使用梦话、挥指会失败。
目前類似特性擁有一個遊戲漏洞，請見遊戲漏洞。",,,,,,,
259,速击,Quick Draw,クイックドロウ,有时能比对手先一步行动。,毒,,8,,,,,,,,,
252,鋼之意志,Steely Spirit,はがねのせいしん,我方的钢属性攻击威力会提高。,鋼,no,8,,"拥有该特性的宝可梦在场时，自身和场上全部同伴宝可梦使用钢屬性招式威力×1.5。
一方场上存在多只该特性的宝可梦时，效果累积。",,,,,,,
240,镜甲,Mirror Armor,ミラーアーマー,只反弹自己受到的能力降低效果。,钢,yes,8,,"该特性的宝可梦受到对方的能力下降的招式或特性时，能将这些效果反弹到使用该招式或触发该特性的宝可梦。包括黏黏网的效果。
例如：风速狗触发了威吓，使钢铠鸦的攻击下降1级。此时镜甲效果的反弹目标仅是风速狗，不会触发威吓的所有目标降低攻击效果。",,,,,,,
251,除障,Screen Cleaner,バリアフリー,出场时，敌方和我方的光墙、反射壁和极光幕的效果会消失。,冰,,8,,当该特性的宝可梦出场时，解除双方场地的光墙、反射壁和极光幕状态。,,,,,yes,,
258,飽了又餓,Hunger Switch,はらぺこスイッチ,每回合结束时会在满腹花纹与空腹花纹之间交替改变样子。,电,,8,,"该特性的宝可梦每一回合都會改變自身的樣子，氣場輪會根據不同形態變為不同的屬性。
在滿腹花紋時是电屬性的招式，在空腹花紋時則會變成恶屬性的招式。",no,no,,,,no,
263,龙颚,Dragon’s Maw,りゅうのあぎと,龙属性的招式威力会提高。,龙,,8,,拥有此特性的宝可梦使出的龙屬性招式威力会提高50%。,,,,,,,
